Date,Year,Month,Origin,Destination,Vessel_Type,Cargo_Type,Cargo_Volume_MT,Vessel_Capacity_MT,Freight_Rate_USD_MT,Bunker_Price_USD_MT,Commodity_Price_Index,Season,Seasonal_Index,Distance_NM,Sailing_Duration_Days,Port_Congestion_Index,Waiting_Time_Days,Berth_Availability_Pct,Cargo_Handling_Rate_MT_Day,Weather_Risk_Index,Max_Port_Draft_M,Max_Port_LOA_M,Max_Port_Beam_M,Empty_Repositioning_NM,Estimated_Idle_Days,Freight_Rate_Change_Pct,Trend
2022-02-01,2022,2,Gladstone,Paradip,Panamax,Coal,64000,72000,25.05,556.26,120.19,Winter,1.04,4800,16.67,3.07,3.53,74.1,25938,0.5,14.5,290,45,74,4.32,-4.13,Decreasing
2022-02-01,2022,2,Gladstone,Paradip,Capesize,Coal,158500,160000,20.66,556.26,120.19,Winter,1.04,4800,15.38,3.07,3.53,74.1,25938,0.5,14.5,290,45,146,4.1,9.49,Increasing
2022-02-01,2022,2,Richards Bay,Paradip,Handysize,Coal,35000,38000,37.01,556.26,120.19,Winter,1.04,6900,23.96,3.31,3.18,72.0,26385,1.08,14.5,290,45,33,3.95,6.69,Increasing
2022-02-01,2022,2,Richards Bay,Paradip,Supramax,Coal,53500,58000,29.95,556.26,120.19,Winter,1.04,6900,23.96,3.31,3.18,72.0,26385,1.08,14.5,290,45,290,4.12,-4.25,Decreasing
2022-02-01,2022,2,Richards Bay,Paradip,Panamax,Coal,67500,72000,28.94,556.26,120.19,Winter,1.04,6900,23.96,3.31,3.18,72.0,26385,1.08,14.5,290,45,378,4.11,7.3,Increasing
2022-02-01,2022,2,Richards Bay,Paradip,Capesize,Coal,158500,160000,23.22,556.26,120.19,Winter,1.04,6900,22.12,3.31,3.18,72.0,26385,1.08,14.5,290,45,256,3.38,10.0,Increasing
2022-02-01,2022,2,Indonesia,Paradip,Handysize,Coal,35500,38000,26.8,556.26,120.19,Winter,1.04,3000,10.42,2.53,2.56,75.3,27049,2.05,14.5,290,45,295,2.86,0.49,Stable
2022-02-01,2022,2,Indonesia,Paradip,Supramax,Coal,55000,58000,22.6,556.26,120.19,Winter,1.04,3000,10.42,2.53,2.56,75.3,27049,2.05,14.5,290,45,54,2.86,0.53,Stable
2022-02-01,2022,2,Indonesia,Paradip,Panamax,Coal,67500,72000,20.57,556.26,120.19,Winter,1.04,3000,10.42,2.53,2.56,75.3,27049,2.05,14.5,290,45,104,2.66,-6.24,Decreasing
2022-02-01,2022,2,Indonesia,Paradip,Capesize,Coal,150000,160000,15.7,556.26,120.19,Winter,1.04,3000,9.62,2.53,2.56,75.3,27049,2.05,14.5,290,45,220,3.03,-0.95,Stable
2022-02-01,2022,2,Brazil,Dhamra,Handysize,Iron Ore,32500,38000,40.69,556.26,120.19,Winter,1.04,11000,38.19,1.86,2.18,81.9,28701,0.58,18.0,300,48,147,2.68,7.73,Increasing
2022-02-01,2022,2,Brazil,Dhamra,Supramax,Iron Ore,55000,58000,34.39,556.26,120.19,Winter,1.04,11000,38.19,1.86,2.18,81.9,28701,0.58,18.0,300,48,134,2.31,3.58,Increasing
2022-02-01,2022,2,Brazil,Dhamra,Panamax,Iron Ore,70000,72000,31.44,556.26,120.19,Winter,1.04,11000,38.19,1.86,2.18,81.9,28701,0.58,18.0,300,48,312,2.5,3.46,Increasing
2022-02-01,2022,2,Brazil,Dhamra,Capesize,Iron Ore,149000,160000,23.93,556.26,120.19,Winter,1.04,11000,35.26,1.86,2.18,81.9,28701,0.58,18.0,300,48,15,2.12,-6.85,Decreasing
2022-03-01,2022,3,Newcastle,Paradip,Handysize,Coal,34500,38000,30.89,568.71,117.39,Spring,1.0693,4200,14.58,2.79,2.9,77.7,27277,0.87,14.5,290,45,0,3.23,1.44,Stable
2022-03-01,2022,3,Newcastle,Paradip,Supramax,Coal,54000,58000,26.49,568.71,117.39,Spring,1.0693,4200,14.58,2.79,2.9,77.7,27277,0.87,14.5,290,45,149,3.43,-2.03,Decreasing
2022-03-01,2022,3,Newcastle,Paradip,Panamax,Coal,67000,72000,24.05,568.71,117.39,Spring,1.0693,4200,14.58,2.79,2.9,77.7,27277,0.87,14.5,290,45,173,3.52,-0.08,Stable
2022-03-01,2022,3,Newcastle,Paradip,Capesize,Coal,145000,160000,20.73,568.71,117.39,Spring,1.0693,4200,13.46,2.79,2.9,77.7,27277,0.87,14.5,290,45,152,3.41,5.55,Increasing
2022-03-01,2022,3,Newcastle,Dhamra,Handysize,Coal,35500,38000,31.6,568.71,117.39,Spring,1.0693,4250,14.76,2.69,3.07,75.2,26344,1.28,18.0,300,48,168,3.54,-4.91,Decreasing
2022-03-01,2022,3,Newcastle,Dhamra,Supramax,Coal,54000,58000,27.92,568.71,117.39,Spring,1.0693,4250,14.76,2.69,3.07,75.2,26344,1.28,18.0,300,48,9,3.41,1.9,Stable
2022-03-01,2022,3,Newcastle,Dhamra,Panamax,Coal,68000,72000,25.35,568.71,117.39,Spring,1.0693,4250,14.76,2.69,3.07,75.2,26344,1.28,18.0,300,48,77,3.87,2.55,Increasing
2022-03-01,2022,3,Newcastle,Dhamra,Capesize,Coal,146000,160000,20.96,568.71,117.39,Spring,1.0693,4250,13.62,2.69,3.07,75.2,26344,1.28,18.0,300,48,194,3.39,6.94,Increasing
2022-03-01,2022,3,Gladstone,Paradip,Handysize,Coal,37000,38000,33.99,568.71,117.39,Spring,1.0693,4800,16.67,3.28,3.07,72.3,25599,1.26,14.5,290,45,273,3.72,1.55,Stable
2022-03-01,2022,3,Gladstone,Paradip,Supramax,Coal,54500,58000,30.13,568.71,117.39,Spring,1.0693,4800,16.67,3.28,3.07,72.3,25599,1.26,14.5,290,45,313,3.22,5.17,Increasing
2022-03-01,2022,3,Gladstone,Paradip,Panamax,Coal,70500,72000,25.36,568.71,117.39,Spring,1.0693,4800,16.67,3.28,3.07,72.3,25599,1.26,14.5,290,45,332,3.94,1.24,Stable
2022-03-01,2022,3,Gladstone,Paradip,Capesize,Coal,145000,160000,21.05,568.71,117.39,Spring,1.0693,4800,15.38,3.28,3.07,72.3,25599,1.26,14.5,290,45,161,3.6,1.89,Stable
2022-03-01,2022,3,Richards Bay,Paradip,Handysize,Coal,34500,38000,35.5,568.71,117.39,Spring,1.0693,6900,23.96,2.13,2.78,82.4,27050,1.46,14.5,290,45,95,3.41,-4.08,Decreasing
2022-03-01,2022,3,Richards Bay,Paradip,Supramax,Coal,57500,58000,30.75,568.71,117.39,Spring,1.0693,6900,23.96,2.13,2.78,82.4,27050,1.46,14.5,290,45,112,3.16,2.67,Increasing
2022-03-01,2022,3,Richards Bay,Paradip,Panamax,Coal,68500,72000,27.88,568.71,117.39,Spring,1.0693,6900,23.96,2.13,2.78,82.4,27050,1.46,14.5,290,45,193,3.05,-3.66,Decreasing
2022-03-01,2022,3,Richards Bay,Paradip,Capesize,Coal,150500,160000,23.17,568.71,117.39,Spring,1.0693,6900,22.12,2.13,2.78,82.4,27050,1.46,14.5,290,45,160,3.06,-0.22,Stable
2022-03-01,2022,3,Indonesia,Paradip,Handysize,Coal,35500,38000,26.9,568.71,117.39,Spring,1.0693,3000,10.42,2.24,2.57,77.4,28431,0.61,14.5,290,45,215,2.89,0.37,Stable
2022-03-01,2022,3,Indonesia,Paradip,Supramax,Coal,56500,58000,23.68,568.71,117.39,Spring,1.0693,3000,10.42,2.24,2.57,77.4,28431,0.61,14.5,290,45,151,3.09,4.78,Increasing
2022-03-01,2022,3,Indonesia,Paradip,Panamax,Coal,64500,72000,20.23,568.71,117.39,Spring,1.0693,3000,10.42,2.24,2.57,77.4,28431,0.61,14.5,290,45,64,3.01,-1.65,Stable
2022-03-01,2022,3,Indonesia,Paradip,Capesize,Coal,158500,160000,18.56,568.71,117.39,Spring,1.0693,3000,9.62,2.24,2.57,77.4,28431,0.61,14.5,290,45,211,3.1,18.22,Increasing
2022-03-01,2022,3,Brazil,Dhamra,Handysize,Iron Ore,34500,38000,39.94,568.71,117.39,Spring,1.0693,11000,38.19,1.31,1.62,84.0,28311,0.5,18.0,300,48,219,1.59,-1.84,Stable
2022-03-01,2022,3,Brazil,Dhamra,Supramax,Iron Ore,55000,58000,37.16,568.71,117.39,Spring,1.0693,11000,38.19,1.31,1.62,84.0,28311,0.5,18.0,300,48,86,1.23,8.05,Increasing
2022-03-01,2022,3,Brazil,Dhamra,Panamax,Iron Ore,67000,72000,32.8,568.71,117.39,Spring,1.0693,11000,38.19,1.31,1.62,84.0,28311,0.5,18.0,300,48,316,1.55,4.33,Increasing
2022-03-01,2022,3,Brazil,Dhamra,Capesize,Iron Ore,154000,160000,25.08,568.71,117.39,Spring,1.0693,11000,35.26,1.31,1.62,84.0,28311,0.5,18.0,300,48,151,2.52,4.81,Increasing
2022-04-01,2022,4,Newcastle,Paradip,Handysize,Coal,34500,38000,32.65,567.6,112.96,Spring,1.08,4200,14.58,2.4,2.77,75.8,27312,1.11,14.5,290,45,130,3.3,5.7,Increasing
2022-04-01,2022,4,Newcastle,Paradip,Supramax,Coal,54500,58000,28.67,567.6,112.96,Spring,1.08,4200,14.58,2.4,2.77,75.8,27312,1.11,14.5,290,45,155,2.76,8.23,Increasing
2022-04-01,2022,4,Newcastle,Paradip,Panamax,Coal,70500,72000,24.42,567.6,112.96,Spring,1.08,4200,14.58,2.4,2.77,75.8,27312,1.11,14.5,290,45,107,3.05,1.54,Stable
2022-04-01,2022,4,Newcastle,Paradip,Capesize,Coal,157000,160000,18.59,567.6,112.96,Spring,1.08,4200,13.46,2.4,2.77,75.8,27312,1.11,14.5,290,45,411,3.47,-10.32,Decreasing
2022-04-01,2022,4,Newcastle,Dhamra,Handysize,Coal,35500,38000,32.98,567.6,112.96,Spring,1.08,4250,14.76,1.92,2.32,81.9,28144,1.1,18.0,300,48,144,2.62,4.37,Increasing
2022-04-01,2022,4,Newcastle,Dhamra,Supramax,Coal,54000,58000,29.27,567.6,112.96,Spring,1.08,4250,14.76,1.92,2.32,81.9,28144,1.1,18.0,300,48,207,1.93,4.84,Increasing
2022-04-01,2022,4,Newcastle,Dhamra,Panamax,Coal,69000,72000,25.76,567.6,112.96,Spring,1.08,4250,14.76,1.92,2.32,81.9,28144,1.1,18.0,300,48,158,2.56,1.62,Stable
2022-04-01,2022,4,Newcastle,Dhamra,Capesize,Coal,156000,160000,21.27,567.6,112.96,Spring,1.08,4250,13.62,1.92,2.32,81.9,28144,1.1,18.0,300,48,98,2.76,1.48,Stable
2022-04-01,2022,4,Gladstone,Paradip,Handysize,Coal,35500,38000,34.66,567.6,112.96,Spring,1.08,4800,16.67,1.27,1.29,88.0,29148,0.65,14.5,290,45,201,1.36,1.97,Stable
2022-04-01,2022,4,Gladstone,Paradip,Supramax,Coal,55500,58000,30.01,567.6,112.96,Spring,1.08,4800,16.67,1.27,1.29,88.0,29148,0.65,14.5,290,45,220,1.82,-0.4,Stable
2022-04-01,2022,4,Gladstone,Paradip,Panamax,Coal,69000,72000,26.73,567.6,112.96,Spring,1.08,4800,16.67,1.27,1.29,88.0,29148,0.65,14.5,290,45,245,1.51,5.4,Increasing
2022-04-01,2022,4,Gladstone,Paradip,Capesize,Coal,146000,160000,21.05,567.6,112.96,Spring,1.08,4800,15.38,1.27,1.29,88.0,29148,0.65,14.5,290,45,100,1.35,0.0,Stable
2022-04-01,2022,4,Richards Bay,Paradip,Handysize,Coal,35000,38000,36.72,567.6,112.96,Spring,1.08,6900,23.96,1.72,1.89,77.5,28085,0.81,14.5,290,45,212,2.43,3.44,Increasing
2022-04-01,2022,4,Richards Bay,Paradip,Supramax,Coal,51500,58000,31.62,567.6,112.96,Spring,1.08,6900,23.96,1.72,1.89,77.5,28085,0.81,14.5,290,45,98,1.96,2.83,Increasing
2022-04-01,2022,4,Richards Bay,Paradip,Panamax,Coal,69500,72000,28.84,567.6,112.96,Spring,1.08,6900,23.96,1.72,1.89,77.5,28085,0.81,14.5,290,45,138,1.69,3.44,Increasing
2022-04-01,2022,4,Richards Bay,Paradip,Capesize,Coal,153500,160000,22.27,567.6,112.96,Spring,1.08,6900,22.12,1.72,1.89,77.5,28085,0.81,14.5,290,45,164,2.26,-3.88,Decreasing
2022-04-01,2022,4,Indonesia,Paradip,Handysize,Coal,36500,38000,28.09,567.6,112.96,Spring,1.08,3000,10.42,2.55,2.41,76.1,28202,0.5,14.5,290,45,120,3.07,4.42,Increasing
2022-04-01,2022,4,Indonesia,Paradip,Supramax,Coal,53000,58000,24.54,567.6,112.96,Spring,1.08,3000,10.42,2.55,2.41,76.1,28202,0.5,14.5,290,45,200,3.13,3.63,Increasing
2022-04-01,2022,4,Indonesia,Paradip,Panamax,Coal,72000,72000,22.13,567.6,112.96,Spring,1.08,3000,10.42,2.55,2.41,76.1,28202,0.5,14.5,290,45,119,2.86,9.39,Increasing
2022-04-01,2022,4,Indonesia,Paradip,Capesize,Coal,142000,160000,17.08,567.6,112.96,Spring,1.08,3000,9.62,2.55,2.41,76.1,28202,0.5,14.5,290,45,127,2.74,-7.97,Decreasing
2022-04-01,2022,4,Brazil,Dhamra,Handysize,Iron Ore,34500,38000,42.74,567.6,112.96,Spring,1.08,11000,38.19,1.88,2.01,80.9,27733,1.52,18.0,300,48,226,2.14,7.01,Increasing
2022-04-01,2022,4,Brazil,Dhamra,Supramax,Iron Ore,53500,58000,36.52,567.6,112.96,Spring,1.08,11000,38.19,1.88,2.01,80.9,27733,1.52,18.0,300,48,52,2.15,-1.72,Stable
2022-04-01,2022,4,Brazil,Dhamra,Panamax,Iron Ore,66500,72000,33.73,567.6,112.96,Spring,1.08,11000,38.19,1.88,2.01,80.9,27733,1.52,18.0,300,48,181,2.4,2.84,Increasing
2022-04-01,2022,4,Brazil,Dhamra,Capesize,Iron Ore,155500,160000,26.37,567.6,112.96,Spring,1.08,11000,35.26,1.88,2.01,80.9,27733,1.52,18.0,300,48,191,2.33,5.14,Increasing
2022-05-01,2022,5,Newcastle,Paradip,Handysize,Coal,35000,38000,31.31,596.18,105.45,Spring,1.0693,4200,14.58,1.23,2.24,88.6,29394,1.86,14.5,290,45,110,2.38,-4.1,Decreasing
2022-05-01,2022,5,Newcastle,Paradip,Supramax,Coal,55500,58000,27.73,596.18,105.45,Spring,1.0693,4200,14.58,1.23,2.24,88.6,29394,1.86,14.5,290,45,148,2.35,-3.28,Decreasing
2022-05-01,2022,5,Newcastle,Paradip,Panamax,Coal,67500,72000,24.56,596.18,105.45,Spring,1.0693,4200,14.58,1.23,2.24,88.6,29394,1.86,14.5,290,45,44,1.89,0.57,Stable
2022-05-01,2022,5,Newcastle,Paradip,Capesize,Coal,148000,160000,18.32,596.18,105.45,Spring,1.0693,4200,13.46,1.23,2.24,88.6,29394,1.86,14.5,290,45,119,2.42,-1.45,Stable
2022-05-01,2022,5,Newcastle,Dhamra,Handysize,Coal,33500,38000,32.73,596.18,105.45,Spring,1.0693,4250,14.76,1.05,2.1,88.3,29175,1.56,18.0,300,48,153,2.46,-0.76,Stable
2022-05-01,2022,5,Newcastle,Dhamra,Supramax,Coal,52500,58000,26.33,596.18,105.45,Spring,1.0693,4250,14.76,1.05,2.1,88.3,29175,1.56,18.0,300,48,225,2.38,-10.04,Decreasing
2022-05-01,2022,5,Newcastle,Dhamra,Panamax,Coal,65500,72000,24.05,596.18,105.45,Spring,1.0693,4250,14.76,1.05,2.1,88.3,29175,1.56,18.0,300,48,250,1.99,-6.64,Decreasing
2022-05-01,2022,5,Newcastle,Dhamra,Capesize,Coal,158500,160000,19.0,596.18,105.45,Spring,1.0693,4250,13.62,1.05,2.1,88.3,29175,1.56,18.0,300,48,211,2.21,-10.67,Decreasing
2022-05-01,2022,5,Gladstone,Paradip,Handysize,Coal,36000,38000,33.26,596.18,105.45,Spring,1.0693,4800,16.67,1.63,1.9,83.0,27340,1.32,14.5,290,45,141,1.94,-4.04,Decreasing
2022-05-01,2022,5,Gladstone,Paradip,Supramax,Coal,50000,58000,28.82,596.18,105.45,Spring,1.0693,4800,16.67,1.63,1.9,83.0,27340,1.32,14.5,290,45,353,2.39,-3.97,Decreasing
2022-05-01,2022,5,Gladstone,Paradip,Panamax,Coal,67500,72000,25.84,596.18,105.45,Spring,1.0693,4800,16.67,1.63,1.9,83.0,27340,1.32,14.5,290,45,161,2.33,-3.33,Decreasing
2022-05-01,2022,5,Gladstone,Paradip,Capesize,Coal,144500,160000,21.61,596.18,105.45,Spring,1.0693,4800,15.38,1.63,1.9,83.0,27340,1.32,14.5,290,45,217,2.37,2.66,Increasing
2022-05-01,2022,5,Richards Bay,Paradip,Handysize,Coal,34000,38000,36.73,596.18,105.45,Spring,1.0693,6900,23.96,1.54,2.02,85.2,27903,1.74,14.5,290,45,283,1.98,0.03,Stable
2022-05-01,2022,5,Richards Bay,Paradip,Supramax,Coal,52000,58000,31.67,596.18,105.45,Spring,1.0693,6900,23.96,1.54,2.02,85.2,27903,1.74,14.5,290,45,164,2.34,0.16,Stable
2022-05-01,2022,5,Richards Bay,Paradip,Panamax,Coal,68000,72000,28.19,596.18,105.45,Spring,1.0693,6900,23.96,1.54,2.02,85.2,27903,1.74,14.5,290,45,279,1.89,-2.25,Decreasing
2022-05-01,2022,5,Richards Bay,Paradip,Capesize,Coal,146500,160000,22.53,596.18,105.45,Spring,1.0693,6900,22.12,1.54,2.02,85.2,27903,1.74,14.5,290,45,28,2.25,1.17,Stable
2022-05-01,2022,5,Indonesia,Paradip,Handysize,Coal,34500,38000,27.06,596.18,105.45,Spring,1.0693,3000,10.42,2.21,2.59,75.1,26912,1.52,14.5,290,45,262,3.13,-3.67,Decreasing
2022-05-01,2022,5,Indonesia,Paradip,Supramax,Coal,52500,58000,23.75,596.18,105.45,Spring,1.0693,3000,10.42,2.21,2.59,75.1,26912,1.52,14.5,290,45,199,3.27,-3.22,Decreasing
2022-05-01,2022,5,Indonesia,Paradip,Panamax,Coal,71000,72000,20.47,596.18,105.45,Spring,1.0693,3000,10.42,2.21,2.59,75.1,26912,1.52,14.5,290,45,95,2.67,-7.5,Decreasing
2022-05-01,2022,5,Indonesia,Paradip,Capesize,Coal,149500,160000,17.37,596.18,105.45,Spring,1.0693,3000,9.62,2.21,2.59,75.1,26912,1.52,14.5,290,45,238,2.97,1.7,Stable
2022-05-01,2022,5,Brazil,Dhamra,Handysize,Iron Ore,35000,38000,43.01,596.18,105.45,Spring,1.0693,11000,38.19,1.12,1.71,92.2,27526,0.98,18.0,300,48,160,1.86,0.63,Stable
2022-05-01,2022,5,Brazil,Dhamra,Supramax,Iron Ore,54000,58000,35.53,596.18,105.45,Spring,1.0693,11000,38.19,1.12,1.71,92.2,27526,0.98,18.0,300,48,269,1.36,-2.71,Decreasing
2022-05-01,2022,5,Brazil,Dhamra,Panamax,Iron Ore,71000,72000,30.95,596.18,105.45,Spring,1.0693,11000,38.19,1.12,1.71,92.2,27526,0.98,18.0,300,48,138,1.8,-8.24,Decreasing
2022-05-01,2022,5,Brazil,Dhamra,Capesize,Iron Ore,154500,160000,24.25,596.18,105.45,Spring,1.0693,11000,35.26,1.12,1.71,92.2,27526,0.98,18.0,300,48,196,2.42,-8.04,Decreasing
2022-06-01,2022,6,Newcastle,Paradip,Handysize,Coal,34500,38000,31.12,569.27,102.77,Summer,1.04,4200,14.58,1.17,1.7,87.9,29861,1.68,14.5,290,45,56,1.67,-0.61,Stable
2022-06-01,2022,6,Newcastle,Paradip,Supramax,Coal,55500,58000,27.5,569.27,102.77,Summer,1.04,4200,14.58,1.17,1.7,87.9,29861,1.68,14.5,290,45,188,1.83,-0.83,Stable
2022-06-01,2022,6,Newcastle,Paradip,Panamax,Coal,67500,72000,22.82,569.27,102.77,Summer,1.04,4200,14.58,1.17,1.7,87.9,29861,1.68,14.5,290,45,208,2.13,-7.08,Decreasing
2022-06-01,2022,6,Newcastle,Paradip,Capesize,Coal,148000,160000,18.67,569.27,102.77,Summer,1.04,4200,13.46,1.17,1.7,87.9,29861,1.68,14.5,290,45,181,1.8,1.91,Stable
2022-06-01,2022,6,Newcastle,Dhamra,Handysize,Coal,36000,38000,31.24,569.27,102.77,Summer,1.04,4250,14.76,0.9,2.2,87.9,28470,1.88,18.0,300,48,108,2.69,-4.55,Decreasing
2022-06-01,2022,6,Newcastle,Dhamra,Supramax,Coal,57000,58000,26.6,569.27,102.77,Summer,1.04,4250,14.76,0.9,2.2,87.9,28470,1.88,18.0,300,48,10,2.61,1.03,Stable
2022-06-01,2022,6,Newcastle,Dhamra,Panamax,Coal,66000,72000,24.94,569.27,102.77,Summer,1.04,4250,14.76,0.9,2.2,87.9,28470,1.88,18.0,300,48,2,2.58,3.7,Increasing
2022-06-01,2022,6,Newcastle,Dhamra,Capesize,Coal,144500,160000,20.03,569.27,102.77,Summer,1.04,4250,13.62,0.9,2.2,87.9,28470,1.88,18.0,300,48,161,2.12,5.42,Increasing
2022-06-01,2022,6,Gladstone,Paradip,Handysize,Coal,33000,38000,34.0,569.27,102.77,Summer,1.04,4800,16.67,0.71,1.54,91.8,30531,2.05,14.5,290,45,168,1.45,2.22,Increasing
2022-06-01,2022,6,Gladstone,Paradip,Supramax,Coal,52000,58000,28.11,569.27,102.77,Summer,1.04,4800,16.67,0.71,1.54,91.8,30531,2.05,14.5,290,45,233,1.64,-2.46,Decreasing
2022-06-01,2022,6,Gladstone,Paradip,Panamax,Coal,71000,72000,24.33,569.27,102.77,Summer,1.04,4800,16.67,0.71,1.54,91.8,30531,2.05,14.5,290,45,159,1.36,-5.84,Decreasing
2022-06-01,2022,6,Gladstone,Paradip,Capesize,Coal,152000,160000,20.98,569.27,102.77,Summer,1.04,4800,15.38,0.71,1.54,91.8,30531,2.05,14.5,290,45,126,1.02,-2.92,Decreasing
2022-06-01,2022,6,Richards Bay,Paradip,Handysize,Coal,36000,38000,36.74,569.27,102.77,Summer,1.04,6900,23.96,1.04,1.74,90.7,27998,2.2,14.5,290,45,17,2.01,0.03,Stable
2022-06-01,2022,6,Richards Bay,Paradip,Supramax,Coal,53500,58000,30.83,569.27,102.77,Summer,1.04,6900,23.96,1.04,1.74,90.7,27998,2.2,14.5,290,45,187,1.81,-2.65,Decreasing
2022-06-01,2022,6,Richards Bay,Paradip,Panamax,Coal,66000,72000,27.82,569.27,102.77,Summer,1.04,6900,23.96,1.04,1.74,90.7,27998,2.2,14.5,290,45,73,1.66,-1.31,Stable
2022-06-01,2022,6,Richards Bay,Paradip,Capesize,Coal,153500,160000,21.36,569.27,102.77,Summer,1.04,6900,22.12,1.04,1.74,90.7,27998,2.2,14.5,290,45,213,2.04,-5.19,Decreasing
2022-06-01,2022,6,Indonesia,Paradip,Handysize,Coal,35500,38000,26.84,569.27,102.77,Summer,1.04,3000,10.42,0.2,0.63,91.9,29435,2.6,14.5,290,45,139,0.52,-0.81,Stable
2022-06-01,2022,6,Indonesia,Paradip,Supramax,Coal,57000,58000,23.94,569.27,102.77,Summer,1.04,3000,10.42,0.2,0.63,91.9,29435,2.6,14.5,290,45,238,0.69,0.8,Stable
2022-06-01,2022,6,Indonesia,Paradip,Panamax,Coal,66000,72000,19.74,569.27,102.77,Summer,1.04,3000,10.42,0.2,0.63,91.9,29435,2.6,14.5,290,45,201,0.77,-3.57,Decreasing
2022-06-01,2022,6,Indonesia,Paradip,Capesize,Coal,157000,160000,16.78,569.27,102.77,Summer,1.04,3000,9.62,0.2,0.63,91.9,29435,2.6,14.5,290,45,39,0.93,-3.4,Decreasing
2022-06-01,2022,6,Brazil,Dhamra,Handysize,Iron Ore,36000,38000,40.4,569.27,102.77,Summer,1.04,11000,38.19,0.39,0.89,97.9,31715,2.13,18.0,300,48,202,1.18,-6.07,Decreasing
2022-06-01,2022,6,Brazil,Dhamra,Supramax,Iron Ore,54000,58000,36.22,569.27,102.77,Summer,1.04,11000,38.19,0.39,0.89,97.9,31715,2.13,18.0,300,48,178,1.09,1.94,Stable
2022-06-01,2022,6,Brazil,Dhamra,Panamax,Iron Ore,69000,72000,31.65,569.27,102.77,Summer,1.04,11000,38.19,0.39,0.89,97.9,31715,2.13,18.0,300,48,227,0.81,2.26,Increasing
2022-06-01,2022,6,Brazil,Dhamra,Capesize,Iron Ore,150000,160000,24.15,569.27,102.77,Summer,1.04,11000,35.26,0.39,0.89,97.9,31715,2.13,18.0,300,48,195,1.16,-0.41,Stable
2022-07-01,2022,7,Newcastle,Paradip,Handysize,Coal,34500,38000,29.7,570.99,103.56,Summer,1.0,4200,14.58,1.17,1.31,88.4,29193,2.41,14.5,290,45,38,1.43,-4.56,Decreasing
2022-07-01,2022,7,Newcastle,Paradip,Supramax,Coal,56000,58000,26.14,570.99,103.56,Summer,1.0,4200,14.58,1.17,1.31,88.4,29193,2.41,14.5,290,45,200,1.53,-4.95,Decreasing
2022-07-01,2022,7,Newcastle,Paradip,Panamax,Coal,67500,72000,22.68,570.99,103.56,Summer,1.0,4200,14.58,1.17,1.31,88.4,29193,2.41,14.5,290,45,215,1.63,-0.61,Stable
2022-07-01,2022,7,Newcastle,Paradip,Capesize,Coal,153000,160000,18.23,570.99,103.56,Summer,1.0,4200,13.46,1.17,1.31,88.4,29193,2.41,14.5,290,45,0,1.8,-2.36,Decreasing
2022-07-01,2022,7,Newcastle,Dhamra,Handysize,Coal,36000,38000,30.93,570.99,103.56,Summer,1.0,4250,14.76,0.54,0.85,90.7,30098,2.95,18.0,300,48,50,1.25,-0.99,Stable
2022-07-01,2022,7,Newcastle,Dhamra,Supramax,Coal,55000,58000,25.98,570.99,103.56,Summer,1.0,4250,14.76,0.54,0.85,90.7,30098,2.95,18.0,300,48,171,0.51,-2.33,Decreasing
2022-07-01,2022,7,Newcastle,Dhamra,Panamax,Coal,68500,72000,22.88,570.99,103.56,Summer,1.0,4250,14.76,0.54,0.85,90.7,30098,2.95,18.0,300,48,51,0.57,-8.26,Decreasing
2022-07-01,2022,7,Newcastle,Dhamra,Capesize,Coal,155500,160000,18.49,570.99,103.56,Summer,1.0,4250,13.62,0.54,0.85,90.7,30098,2.95,18.0,300,48,282,0.82,-7.69,Decreasing
2022-07-01,2022,7,Gladstone,Paradip,Handysize,Coal,35000,38000,32.1,570.99,103.56,Summer,1.0,4800,16.67,0.2,0.48,94.0,29376,3.22,14.5,290,45,249,0.88,-5.59,Decreasing
2022-07-01,2022,7,Gladstone,Paradip,Supramax,Coal,54000,58000,26.36,570.99,103.56,Summer,1.0,4800,16.67,0.2,0.48,94.0,29376,3.22,14.5,290,45,126,0.58,-6.23,Decreasing
2022-07-01,2022,7,Gladstone,Paradip,Panamax,Coal,65500,72000,23.91,570.99,103.56,Summer,1.0,4800,16.67,0.2,0.48,94.0,29376,3.22,14.5,290,45,187,0.5,-1.73,Stable
2022-07-01,2022,7,Gladstone,Paradip,Capesize,Coal,150500,160000,19.15,570.99,103.56,Summer,1.0,4800,15.38,0.2,0.48,94.0,29376,3.22,14.5,290,45,141,0.28,-8.72,Decreasing
2022-07-01,2022,7,Richards Bay,Paradip,Handysize,Coal,34000,38000,34.69,570.99,103.56,Summer,1.0,6900,23.96,1.29,2.16,83.4,27405,1.68,14.5,290,45,44,2.16,-5.58,Decreasing
2022-07-01,2022,7,Richards Bay,Paradip,Supramax,Coal,53000,58000,30.14,570.99,103.56,Summer,1.0,6900,23.96,1.29,2.16,83.4,27405,1.68,14.5,290,45,165,2.21,-2.24,Decreasing
2022-07-01,2022,7,Richards Bay,Paradip,Panamax,Coal,68000,72000,26.6,570.99,103.56,Summer,1.0,6900,23.96,1.29,2.16,83.4,27405,1.68,14.5,290,45,138,2.81,-4.39,Decreasing
2022-07-01,2022,7,Richards Bay,Paradip,Capesize,Coal,157000,160000,20.67,570.99,103.56,Summer,1.0,6900,22.12,1.29,2.16,83.4,27405,1.68,14.5,290,45,226,2.59,-3.23,Decreasing
